NO	기업명	기업코드	ESG등급	지배구조	사회	환경	평가년도	비고
4899	환인제약	16580	B이하	B+	B이하	B이하	2018	
4898	황금에스티	32560	B이하	C	B이하	B이하	2018	
4897	효성	4800	B이하	C	B+	B+	2018	
4896	효성 ITX	94280	B이하	B	B+	B이하	2018	
4895	후성	93370	B이하	B	B이하	B+	2018	
4894	휠라코리아	81660	B이하	B	B이하	B이하	2018	
4893	휴니드테크놀러지스	5870	B이하	B	B이하	B이하	2018	
4892	휴비스	79980	B+	B+	B+	B+	2018	
4891	휴스틸	5010	B이하	B	B이하	B이하	2018	
4890	휴켐스	69260	B이하	B	B이하	B+	2018	
4889	흥국생명보험	818586		B+이하			2018	금융회사
4888	흥국화재	540	B이하	B	B이하	B이하	2018	금융회사
4887	흥아해운	3280	B이하	C	B이하	B이하	2018	
4886	AJ네트웍스	95570	B이하	B	B이하	B이하	2017	
4885	AJ렌터카	68400	B이하	C	B이하	B이하	2017	
4884	AK홀딩스	6840	B이하	B	B이하	B이하	2017	
4883	BGF	27410	B이하	B	A	B이하	2017	
4882	BNK금융지주	138930	B+	B	A	B+	2017	
4881	BYC	1460	B이하	B	B이하	B이하	2017	
4880	CJ	1040	A	A	A	B이하	2017	
4879	CJ CGV	79160	B이하	B+	B+	B이하	2017	
4878	CJ대한통운	120	B+	B+	B+	A	2017	
4877	CJ씨푸드	11150	B이하	B	B이하	B이하	2017	
4876	CJ제일제당	97950	A	B+	A	A	2017	
4875	CJ헬로	37560	B이하	B+	B+	B이하	2017	
4874	CS홀딩스	590	B이하	B	B이하	B이하	2017	
4873	DB	12030	B이하	B	B이하	B이하	2017	
4872	DB금융투자	16610	B+	A	B이하	B이하	2017	
4871	DB손해보험	5830	A	A	A	B+	2017	
4870	DB하이텍	990	B이하	C	B+	B+	2017	
4869	DGB금융지주	139130	A	A	A	A	2017	
4868	DRB동일	4840	B이하	B	B이하	B이하	2017	
4867	DSR	155660	B이하	C	B이하	B이하	2017	
4866	DSR제강	69730	B이하	B	B이하	B이하	2017	
4865	E1	17940	B이하	B+	B+	B이하	2017	
4864	F&F	7700	B이하	B	B이하	B이하	2017	
4863	GKL	114090	B이하	B+	B이하	B이하	2017	
4862	GS	78930	B이하	B+	B이하	B이하	2017	
4861	GS건설	6360	A	B+	A	A	2017	
4860	GS글로벌	1250	B이하	B+	B이하	B이하	2017	
4859	GS리테일	7070	B+	B+	B+	B이하	2017	
4858	JB금융지주	175330	B이하	A	B이하	B이하	2017	
4857	JW생명과학	234080	B이하	B	B이하	B+	2017	16년10월 상장
4856	JW중외제약	1060	B이하	B	B+	B이하	2017	
4855	JW홀딩스	96760	B이하	B+	B이하	B이하	2017	
4854	KB금융	105560	A	A	A	A	2017	
4853	KC그린홀딩스	9440	B이하	B	B이하	B이하	2017	
4852	KC코트렐	119650	B이하	B	B이하	B이하	2017	
4851	KEC	92220	B이하	B	B이하	B+	2017	
4850	KGP	109070	B이하	D	B이하	B이하	2017	
4849	KG케미칼	1390	B이하	D	B이하	B이하	2017	
4848	KISCO홀딩스	1940	B이하	B	B이하	B이하	2017	
4847	KPX그린케미칼	83420	B이하	D	B이하	B+	2017	
4846	KPX케미칼	25000	B이하	C	B이하	B이하	2017	
4845	KPX홀딩스	92230	B이하	B	B이하	B이하	2017	
4844	KR모터스	40	B이하	B	B이하	B이하	2017	
4843	KSS해운	44450	B+	B+	B이하	B+	2017	
4842	KTB투자증권	30210	B이하	B+	B이하	B이하	2017	
4841	KTcs	58850	B이하	B+	B+	B이하	2017	
4840	LF	93050	B이하	B+	B이하	B이하	2017	
4839	LG	3550	B+	B+	B+	B이하	2017	
4838	LG디스플레이	34220	A	B+	A	A	2017	
4837	LG상사	1120	B+	B	A	B+	2017	
4836	LG생활건강	51900	A	B+	A+	A	2017	
4835	LG유플러스	32640	B+	B+	B+	A	2017	
4834	LG이노텍	11070	A	B+	A+	A	2017	
4833	LG전자	66570	B+	B	A	A	2017	
4832	LG하우시스	108670	A	B+	A+	A	2017	
4831	LG화학	51910	A	B+	A+	A	2017	
4830	LIG넥스원	79550	B+	B+	B+	B+	2017	
4829	LS	6260	B이하	B	B이하	B이하	2017	
4828	LS네트웍스	680	B이하	B	B이하	B이하	2017	
4827	LS산전	10120	B+	B	A	A	2017	
4826	LS전선아시아	229640	B이하	B	B이하	B이하	2017	16년9월 상장
4825	MH에탄올	23150	B이하	C	B이하	B이하	2017	
4824	NAVER	35420	B+	B+	A	B+	2017	
4823	NHN엔터테인먼트	181710	B이하	B+	B이하	B이하	2017	
4822	NH투자증권	5940	B+	A	B이하	B이하	2017	
4821	NICE	34310	B이하	B+	B이하	B이하	2017	
4820	NI스틸	8260	B이하	B	B이하	B이하	2017	
4819	OCI	10060	A	B+	A+	A	2017	
4818	S&TC	100840	B이하	B	B이하	B이하	2017	
4817	S&T모티브	64960	B+	B+	B이하	B+	2017	
4816	S&T중공업	3570	B+	B	B+	B+	2017	
4815	S&T홀딩스	36530	B이하	B	B이하	B이하	2017	
4814	S-Oil	10950	A+	A+	A+	A	2017	
4813	SBS	34120	B이하	B	B이하	B이하	2017	
4812	SBS미디어홀딩스	101060	B이하	B	B이하	B이하	2017	
4811	SG세계물산	4060	B이하	C	B이하	B이하	2017	
4810	SG충방	1380	B이하	C	B이하	B이하	2017	
4809	SH에너지화학	2360	B이하	B	B이하	B이하	2017	
4808	SIMPAC	9160	B이하	C	B이하	B이하	2017	
4807	SK	34730	A+	A+	A+	A	2017	
4806	SKC	11790	B+	B+	B+	A	2017	
4805	SK가스	18670	B이하	B+	B+	B이하	2017	
4804	SK네트웍스	1740	B+	B+	B+	B이하	2017	
4803	SK디스커버리	6120	B+	B+	A	B이하	2017	
4802	SK디앤디	210980	B이하	B	B이하	B이하	2017	
4801	SK이노베이션	96770	B+	A	A	B이하	2017	
4800	SK증권	1510	B+	A	B+	B이하	2017	
4799	SK텔레콤	17670	A	A	B+	A	2017	
4798	SK하이닉스	660	A	A	A	A	2017	
4797	SPC삼립	5610	B이하	C	B이하	B이하	2017	
4796	STX	11810	B이하	B	B+	B이하	2017	
4795	STX엔진	77970	B이하	B	B이하	B+	2017	
4794	TCC동양	2710	B이하	C	B이하	B+	2017	
4793	WISCOM	24070	B이하	B	B이하	B이하	2017	
4792	YG PLUS	37270	B이하	B	B이하	B이하	2017	
4791	가온전선	500	B이하	B	B이하	B+	2017	
4790	강남제비스코	860	B이하	B	B이하	B이하	2017	
4789	강원랜드	35250	B+	B	A	A	2017	
4788	갤럭시아에스엠	11420	B이하	C	B이하	B이하	2017	
4787	경농	2100	B이하	C	B이하	B이하	2017	
4786	경동나비엔	9450	B이하	D	B+	B+	2017	
4785	경동인베스트	12320	B이하	C	B이하	B이하	2017	
4784	경방	50	B이하	B	B이하	B이하	2017	
4783	경보제약	214390	B이하	B	B이하	B이하	2017	
4782	경인양행	12610	B이하	B	B이하	B이하	2017	
4781	경인전자	9140	B이하	B	B이하	B이하	2017	
4780	계룡건설산업	13580	B이하	C	B이하	B이하	2017	
4779	계양전기	12200	B이하	B	B이하	B이하	2017	
4778	고려개발	4200	B이하	C	B+	B이하	2017	
4777	고려산업	2140	B이하	B	B이하	B이하	2017	
4776	고려아연	10130	B이하	B	B+	B이하	2017	
4775	고려제강	2240	B이하	C	B이하	B+	2017	
4774	골든브릿지증권	1290	B이하	B	B이하	B이하	2017	
4773	광동제약	9290	B이하	B	B+	B이하	2017	
4772	광명전기	17040	B이하	C	B이하	B이하	2017	
4771	광전자	17900	B이하	B	B이하	B이하	2017	
4770	광주신세계	37710	B이하	B	B이하	B이하	2017	
4769	광주은행	192530	B이하	A	B이하	B이하	2017	
4768	교보증권	30610	B+	A	B+	B이하	2017	
4767	국도화학	7690	B이하	D	B이하	B+	2017	
4766	국동	5320	B이하	B	B이하	B이하	2017	
4765	국보	1140	B이하	C	B이하	B이하	2017	
4764	국제약품	2720	B이하	B+	B이하	B이하	2017	
4763	극동유화	14530	B이하	B	B이하	B이하	2017	
4762	금강공업	14280	B이하	C	B이하	B이하	2017	
4761	금비	8870	B이하	C	B이하	B이하	2017	
4760	금양	1570	B이하	B	B이하	B이하	2017	
4759	금호산업	2990	B이하	B	B+	B이하	2017	
4758	금호석유화학	11780	B+	B	B+	B+	2017	
4757	금호에이치티	214330	B이하	C	B이하	B이하	2017	
4756	금호전기	1210	B이하	C	B이하	B이하	2017	
4755	금호타이어	73240	B이하	C	B+	B+	2017	
4754	기신정기	92440	B이하	B	B이하	B이하	2017	
4753	기아자동차	270	B이하	C	B+	B+	2017	
4752	기업은행	24110	B+	A	B이하	B이하	2017	
4751	까뮤이앤씨	13700	B이하	B	B이하	B이하	2017	
4750	깨끗한나라	4540	B이하	B	B이하	B+	2017	
4749	나노메딕스	74610	B이하	D	B이하	B이하	2017	
4748	남광토건	1260	B이하	B	B이하	B이하	2017	
4747	남선알미늄	8350	B이하	B	B+	B이하	2017	
4746	남성	4270	B이하	B	B이하	B이하	2017	
4745	남양유업	3920	B이하	B	B+	B이하	2017	
4744	남영비비안	2070	B이하	C	B이하	B이하	2017	
4743	남해화학	25860	B이하	B	B이하	B+	2017	
4742	넥센	5720	B이하	B	B이하	B+	2017	
4741	넥센타이어	2350	B이하	B	B이하	B+	2017	
4740	노루페인트	90350	B이하	B	B이하	B이하	2017	
4739	노루홀딩스	320	B이하	D	B이하	B이하	2017	
4738	녹십자	6280	B이하	B	B이하	B+	2017	
4737	녹십자홀딩스	5250	B이하	B	B이하	B이하	2017	
4736	농심	4370	B이하	B	B이하	B+	2017	
4735	농심홀딩스	72710	B이하	B	B이하	B이하	2017	
4734	다우기술	23590	B이하	B	B+	B이하	2017	
4733	다우인큐브	20120	B이하	B	B이하	B이하	2017	
4732	대경기계기술	15590	B이하	B	B이하	B이하	2017	
4731	대교	19680	B+	A	B이하	B이하	2017	
4730	대구백화점	6370	B이하	B+	B이하	B이하	2017	
4729	대덕GDS	4130	B이하	B	B이하	B+	2017	
4728	대덕전자	8060	B이하	B	B이하	B+	2017	
4727	대동공업	490	B이하	B	B+	B이하	2017	
4726	대동전자	8110	B이하	B	B이하	B이하	2017	
4725	대림비앤코	5750	B이하	C	B이하	B이하	2017	
4724	대림산업	210	B이하	B+	B이하	B+	2017	
4723	대림씨엔에스	4440	B이하	B+	B이하	B이하	2017	16년3월 상장
4722	대림통상	6570	B이하	C	B이하	B이하	2017	
4721	대상	1680	B이하	B	B+	B이하	2017	
4720	대상홀딩스	84690	B이하	C	B이하	B이하	2017	
4719	대성산업	128820	B이하	B	B이하	B이하	2017	
4718	대성에너지	117580	B이하	B	B이하	B이하	2017	
4717	대성합동지주	5620	B이하	B	B이하	B이하	2017	
4716	대성홀딩스	16710	B이하	B	B이하	B이하	2017	
4715	대신증권	3540	B이하	A	B이하	B이하	2017	
4714	대양금속	9190	B이하	C	B이하	B+	2017	
4713	대영포장	14160	B이하	C	B이하	B이하	2017	
4712	대우건설	47040	A	B+	A	A	2017	
4711	대우부품	9320	B이하	C	B이하	B이하	2017	
4710	대우조선해양	42660	B이하	C	B이하	B+	2017	
4709	대웅	3090	B이하	B	B이하	B이하	2017	
4708	대웅제약	69620	B이하	C	B+	B이하	2017	
4707	대원강업	430	B이하	B	B이하	B+	2017	
4706	대원전선	6340	B이하	C	B이하	B이하	2017	
4705	대원제약	3220	B이하	B+	B+	B이하	2017	
4704	대원화성	24890	B이하	B	B이하	B+	2017	
4703	대유에이텍	2880	B이하	C	B이하	B이하	2017	
4702	대유플러스	300	B이하	B	B이하	B+	2017	
4701	대창	12800	B이하	B	B이하	B+	2017	
4700	대창단조	15230	B이하	C	B이하	B+	2017	
4699	대한방직	1070	B이하	C	B이하	B이하	2017	
4698	대한유화	6650	B이하	B	B이하	B이하	2017	
4697	대한전선	1440	B이하	B	B이하	B+	2017	
4696	대한제강	84010	B이하	B	B이하	B+	2017	
4695	대한제당	1790	B이하	C	B이하	B이하	2017	
4694	대한제분	1130	B이하	C	B이하	B이하	2017	
4693	대한항공	3490	B+	B+	B+	A	2017	
4692	대한해운	5880	B이하	C	B이하	B이하	2017	
4691	대한화섬	3830	B이하	B	B이하	B이하	2017	
4690	대현	16090	B이하	B	B이하	B이하	2017	
4689	대호에이엘	69460	B이하	B	B이하	B+	2017	
4688	더존비즈온	12510	B이하	B	B+	B이하	2017	
4687	덕성	4830	B이하	B	B이하	B이하	2017	
4686	덕양산업	24900	B이하	B	B이하	B이하	2017	
4685	도레이케미칼	8000	B이하	C	B+	B+	2017	
4684	도화엔지니어링	2150	B이하	B+	B이하	B이하	2017	
4683	동국실업	1620	B이하	C	B이하	B이하	2017	
4682	동국제강	1230	B이하	C	B+	B+	2017	
4681	동남합성	23450	B이하	C	B이하	B이하	2017	
4680	동방	4140	B이하	B	B이하	B이하	2017	
4679	동방아그로	7590	B이하	B	B이하	B이하	2017	
4678	동부제철	16380	B+	B	B이하	A	2017	
4677	동서	26960	B이하	B	B이하	B이하	2017	16년7월 상장
4676	동성제약	2210	B이하	B	B이하	B이하	2017	
4675	동성코퍼레이션	102260	B이하	B	B이하	B이하	2017	
4674	동성화학	5190	B이하	B	B+	B이하	2017	
4673	동아쏘시오홀딩스	640	B이하	C	B이하	B이하	2017	
4672	동아에스텍	58730	B이하	B+	B이하	B이하	2017	
4671	동아에스티	170900	B이하	B	B이하	B이하	2017	
4670	동아지질	28100	B이하	B	B이하	B이하	2017	
4669	동양	1520	B이하	B	B이하	B이하	2017	
4668	동양고속	84670	B이하	C	B이하	B이하	2017	
4667	동양네트웍스	30790	B이하	B	B이하	B이하	2017	
4666	동양물산기업	2900	B이하	B	B이하	B+	2017	
4665	동양생명	82640	B이하	B+	B이하	B이하	2017	
4664	동양철관	8970	B이하	C	B이하	B이하	2017	
4663	동원	3580	B이하	C	B이하	B이하	2017	
4662	동원F&B	49770	B이하	C	A	B+	2017	
4661	동원금속	18500	B이하	B+	B이하	B이하	2017	
4660	동원산업	6040	B+	B	A	B이하	2017	
4659	동원수산	30720	B이하	B	B이하	B이하	2017	
4658	동원시스템즈	14820	B이하	C	A	B+	2017	
4657	동일고무벨트	163560	B이하	C	B이하	B이하	2017	
4656	동일방직	1530	B이하	B	B이하	B이하	2017	
4655	동일산업	4890	B이하	B	B이하	B+	2017	
4654	동일제강	2690	B이하	B	B이하	B이하	2017	
4653	동화약품	20	B이하	B	B+	B이하	2017	
4652	두산	150	A	A	A+	A	2017	
4651	두산건설	11160	A	B+	A+	A	2017	
4650	두산밥캣	241560	B이하	A	B이하	B이하	2017	16년11월 상장
4649	두산엔진	82740	A	B+	A+	A	2017	
4648	두산인프라코어	42670	A	B+	A+	A+	2017	
4647	두산중공업	34020	A	B+	A	A	2017	
4646	두올	16740	B이하	B	B이하	B이하	2017	16년7월 상장
4645	디씨엠	24090	B이하	B	B이하	B이하	2017	
4644	디아이	3160	B이하	B	B이하	B이하	2017	
4643	디아이씨	92200	B이하	C	B이하	B이하	2017	
4642	디와이	13570	B이하	B	B이하	B이하	2017	
4641	디와이파워	210540	B이하	B	B이하	B이하	2017	
4640	디티알오토모티브	7340	B이하	B	B이하	B+	2017	
4639	디피씨	26890	B이하	B	B이하	B이하	2017	
4638	락앤락	115390	B이하	B+	B이하	B이하	2017	
4637	롯데관광개발	32350	B이하	C	B이하	B이하	2017	
4636	롯데손해보험	400	A	A	A	B이하	2017	
4635	롯데쇼핑	23530	B+	B	A+	A	2017	
4634	롯데정밀화학	4000	A	A	A+	A	2017	
4633	롯데지주	4990	B+	B	A+	A	2017	
4632	롯데칠성음료	5300	B+	B	B+	A	2017	
4631	롯데케미칼	11170	A	B+	A+	A	2017	
4630	롯데푸드	2270	B이하	C	A+	A	2017	
4629	롯데하이마트	71840	B+	A	A+	B이하	2017	
4628	마니커	27740	B이하	C	B이하	B이하	2017	
4627	만도	204320	B이하	B	B이하	B+	2017	
4626	만호제강	1080	B이하	B	B이하	B이하	2017	
4625	메디플란트	15540	B이하	D	B이하	B이하	2017	
4624	메리츠금융지주	138040	B+	A	B이하	B이하	2017	
4623	메리츠종금증권	8560	B+	A	B+	B이하	2017	
4622	메리츠화재	60	B+	A	B이하	B이하	2017	
4621	명문제약	17180	B이하	B	B이하	B이하	2017	
4620	모나리자	12690	B이하	C	B이하	B이하	2017	
4619	모나미	5360	B이하	B	B이하	B이하	2017	
4618	모토닉	9680	B이하	B	B이하	B이하	2017	
4617	무림P&P	9580	B이하	D	B이하	B이하	2017	
4616	무림페이퍼	9200	B이하	B	B이하	B+	2017	
4615	무학	33920	B이하	B	B이하	B이하	2017	
4614	문배철강	8420	B이하	B	B이하	B이하	2017	
4613	미래산업	25560	B이하	B+	B이하	B이하	2017	
4612	미래아이앤지	7120	B이하	C	B이하	B이하	2017	
4611	미래에셋대우	6800	B+	A	B이하	B이하	2017	
4610	미래에셋생명	85620	B+	A	B+	B이하	2017	
4609	미원상사	2840	B이하	B	B이하	B이하	2017	
4608	미원홀딩스	107590	B이하	B	B이하	B이하	2017	
4607	미원화학	134380	B이하	C	B이하	B이하	2017	
4606	미창석유공업	3650	B이하	B+	B이하	B이하	2017	
4605	방림	3610	B이하	B	B이하	B+	2017	
4604	백광산업	1340	B이하	B	B이하	B+	2017	
4603	백광소재	14580	B이하	C	B이하	B이하	2017	
4602	백산	35150	B이하	B	B이하	B이하	2017	
4601	범양건영	2410	B이하	B	B이하	B이하	2017	
4600	벽산	7210	B이하	C	B이하	B+	2017	
4599	보락	2760	B이하	B	B이하	B이하	2017	
4598	보령제약	3850	B이하	B+	B이하	B이하	2017	
4597	보루네오가구	4740	B이하	C	B이하	B이하	2017	
4596	보해양조	890	B이하	C	B이하	B이하	2017	
4595	부광약품	3000	B이하	B	B이하	B이하	2017	
4594	부국증권	1270	B이하	B+	B이하	B이하	2017	
4593	부국철강	26940	B이하	B	B이하	B이하	2017	
4592	부산도시가스	15350	B이하	B	B이하	B이하	2017	
4591	부산산업	11390	B이하	B	B이하	B이하	2017	
4590	부산주공	5030	B이하	B	B이하	B+	2017	
4589	비상교육	100220	B이하	B	B+	B이하	2017	
4588	빙그레	5180	B이하	B	B+	B이하	2017	
4587	사조대림	3960	B이하	B	B이하	B이하	2017	
4586	사조동아원	8040	B이하	B	B이하	B이하	2017	
4585	사조산업	7160	B이하	C	B이하	B이하	2017	
4584	사조씨푸드	14710	B이하	B+	B이하	B이하	2017	
4583	사조오양	6090	B이하	B	B이하	B이하	2017	
4582	사조해표	79660	B이하	B	B이하	B이하	2017	
4581	삼광글라스	5090	B이하	D	B이하	B이하	2017	
4580	삼성SDI	6400	B+	B	A+	A	2017	
4579	삼성공조	6660	B이하	B	B이하	B이하	2017	
4578	삼성물산	28260	A	A	A+	A	2017	
4577	삼성바이오로직스	207940	B+	B+	B+	B+	2017	16년11월 상장
4576	삼성생명	32830	A	A	A	A	2017	
4575	삼성에스디에스	18260	B+	B+	B+	B+	2017	
4574	삼성엔지니어링	28050	A	B+	A+	A	2017	
4573	삼성전기	9150	A+	A	A+	A+	2017	
4572	삼성전자	5930	B+	B	A	A	2017	
4571	삼성제약	1360	B이하	C	B이하	B이하	2017	
4570	삼성중공업	10140	B+	B+	B이하	B+	2017	
4569	삼성증권	16360	B+	A	B+	B이하	2017	
4568	삼성출판사	68290	B이하	B	B이하	B이하	2017	
4567	삼성카드	29780	B+	A	B이하	B이하	2017	
4566	삼성화재해상보험	810	A	A	A+	A	2017	
4565	삼아알미늄	6110	B이하	B	B이하	B+	2017	
4564	삼양사	145990	B이하	B	B+	B이하	2017	
4563	삼양식품	3230	B이하	B	B+	B이하	2017	
4562	삼양통상	2170	B이하	B	B이하	B이하	2017	
4561	삼양홀딩스	70	B이하	B	B이하	B이하	2017	
4560	삼영무역	2810	B이하	B	B이하	B이하	2017	
4559	삼영전자공업	5680	B이하	B	B이하	B+	2017	
4558	삼영화학공업	3720	B이하	C	B이하	B+	2017	
4557	삼원강재	23000	B이하	B	B이하	B+	2017	
4556	삼익THK	4380	B이하	B	B이하	B이하	2017	
4555	삼익악기	2450	B이하	B	B이하	B이하	2017	
4554	삼일제약	520	B이하	B	B이하	B이하	2017	
4553	삼정펄프	9770	B이하	B	B이하	B이하	2017	
4552	삼진제약	5500	B이하	B	B이하	B이하	2017	
4551	삼천리	4690	B+	B	B+	B+	2017	
4550	삼호	1880	B이하	B	B이하	B이하	2017	
4549	삼호개발	10960	B이하	B	B이하	B이하	2017	
4548	삼화왕관	4450	B이하	B	B이하	B이하	2017	
4547	삼화전기	9470	B이하	B	B이하	B이하	2017	
4546	삼화전자공업	11230	B이하	C	B이하	B이하	2017	
4545	삼화콘덴서공업	1820	B이하	C	B이하	B이하	2017	
4544	삼화페인트공업	390	B+	B+	B+	B+	2017	
4543	상신브레이크	41650	B이하	B	B이하	B이하	2017	
